taille_necrose;experiment;oiv;surface_necrosee;necrose;densite_sporulation;sheet;sporulation;image_name;colonne;ligne
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P58;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P58;4;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P58;4;c
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P59;1;a
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P59;1;b
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P59;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P59;2;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P59;2;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P59;2;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P59;3;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P59;3;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P59;3;c
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P59;4;a
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P59;4;b
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P59;4;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;1;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;1;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P60;2;a
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P60;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P60;3;c
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P60;4;a
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P60;4;b
7;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P60;4;c
9;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P61;1;a
9;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P61;1;b
9;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P61;1;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P61;2;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P61;2;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P61;2;c
3;Exp17DM02_inoc3_saisie;7;3;1;7;fichier total;1;Exp17DM02_inoc3_T6_P61;3;a
3;Exp17DM02_inoc3_saisie;7;3;1;7;fichier total;1;Exp17DM02_inoc3_T6_P61;3;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P61;3;c
;Exp17DM02_inoc3_saisie;7;;0;9;fichier total;1;Exp17DM02_inoc3_T6_P61;4;a
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P61;4;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P61;4;c
3;Exp17DM02_inoc3_saisie;9;3;1;;fichier total;0;Exp17DM02_inoc3_T6_P62;1;a
3;Exp17DM02_inoc3_saisie;9;3;1;;fichier total;0;Exp17DM02_inoc3_T6_P62;1;b
3;Exp17DM02_inoc3_saisie;9;3;1;;fichier total;0;Exp17DM02_inoc3_T6_P62;1;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P62;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P62;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P62;2;c
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P62;3;a
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P62;3;b
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P62;3;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P62;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P62;4;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P62;4;c
3;Exp17DM02_inoc3_saisie;7;9;1;5;fichier total;1;Exp17DM02_inoc3_T6_P63;1;a
3;Exp17DM02_inoc3_saisie;7;9;1;5;fichier total;1;Exp17DM02_inoc3_T6_P63;1;b
3;Exp17DM02_inoc3_saisie;7;9;1;5;fichier total;1;Exp17DM02_inoc3_T6_P63;1;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P63;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P63;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P63;2;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P63;3;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P63;3;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P63;3;c
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P63;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P63;4;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P63;4;c
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P64;1;a
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P64;1;b
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P64;1;c
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P64;2;a
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P64;2;b
7;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P64;2;c
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P64;3;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P64;3;b
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P64;3;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P64;4;a
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P64;4;b
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P64;4;c
3;Exp17DM02_inoc3_saisie;7;9;1;7;fichier total;1;Exp17DM02_inoc3_T6_P65;1;a
3;Exp17DM02_inoc3_saisie;7;9;1;7;fichier total;1;Exp17DM02_inoc3_T6_P65;1;b
3;Exp17DM02_inoc3_saisie;7;9;1;7;fichier total;1;Exp17DM02_inoc3_T6_P65;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P65;2;a
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P65;2;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P65;2;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P65;3;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P65;3;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P65;3;c
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P65;4;a
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P65;4;b
3;Exp17DM02_inoc3_saisie;7;5;1;9;fichier total;1;Exp17DM02_inoc3_T6_P65;4;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;1;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;1;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;1;c
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;2;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;2;c
7;Exp17DM02_inoc3_saisie;5;5;1;7;fichier total;1;Exp17DM02_inoc3_T6_P66;3;a
7;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P66;3;b
7;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P66;3;c
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P66;4;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P66;4;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P66;4;c
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;1;a
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;1;b
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;1;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P67;3;c
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P67;4;a
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P67;4;b
9;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P67;4;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P68;1;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P68;1;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P68;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P68;2;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P68;2;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P68;2;c
;Exp17DM02_inoc3_saisie;1;;0;1;fichier total;1;Exp17DM02_inoc3_T6_P68;3;a
;Exp17DM02_inoc3_saisie;1;;0;1;fichier total;1;Exp17DM02_inoc3_T6_P68;3;b
;Exp17DM02_inoc3_saisie;1;;0;1;fichier total;1;Exp17DM02_inoc3_T6_P68;3;c
5;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P68;4;a
5;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P68;4;b
5;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P68;4;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P69;2;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P69;2;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P69;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P69;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P69;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P69;3;c
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P69;4;a
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P69;4;b
9;Exp17DM02_inoc3_saisie;9;7;1;;fichier total;0;Exp17DM02_inoc3_T6_P69;4;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P70;1;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P70;1;b
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P70;1;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P70;2;a
5;Exp17DM02_inoc3_saisie;7;5;1;7;fichier total;1;Exp17DM02_inoc3_T6_P70;2;b
5;Exp17DM02_inoc3_saisie;7;9;1;9;fichier total;1;Exp17DM02_inoc3_T6_P70;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P70;3;a
;Exp17DM02_inoc3_saisie;5;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P70;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P70;3;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P70;4;a
;Exp17DM02_inoc3_saisie;1;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P70;4;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P70;4;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P71;1;a
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P71;1;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P71;1;c
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P71;2;a
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P71;2;b
3;Exp17DM02_inoc3_saisie;7;3;1;9;fichier total;1;Exp17DM02_inoc3_T6_P71;2;c
3;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P71;3;a
3;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P71;3;b
3;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P71;3;c
7;Exp17DM02_inoc3_saisie;7;9;1;5;fichier total;1;Exp17DM02_inoc3_T6_P71;4;a
3;Exp17DM02_inoc3_saisie;5;7;1;5;fichier total;1;Exp17DM02_inoc3_T6_P71;4;b
7;Exp17DM02_inoc3_saisie;7;9;1;5;fichier total;1;Exp17DM02_inoc3_T6_P71;4;c
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P72;1;a
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P72;1;b
;Exp17DM02_inoc3_saisie;7;;0;7;fichier total;1;Exp17DM02_inoc3_T6_P72;1;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P72;2;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P72;2;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P72;2;c
3;Exp17DM02_inoc3_saisie;9;9;1;;fichier total;0;Exp17DM02_inoc3_T6_P72;3;a
3;Exp17DM02_inoc3_saisie;9;3;1;;fichier total;0;Exp17DM02_inoc3_T6_P72;3;b
3;Exp17DM02_inoc3_saisie;9;5;1;;fichier total;0;Exp17DM02_inoc3_T6_P72;3;c
5;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P72;4;a
3;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P72;4;b
3;Exp17DM02_inoc3_saisie;7;7;1;7;fichier total;1;Exp17DM02_inoc3_T6_P72;4;c
;Exp17DM02_inoc3_saisie;7;;0;9;fichier total;1;Exp17DM02_inoc3_T6_P73;1;a
;Exp17DM02_inoc3_saisie;7;;0;9;fichier total;1;Exp17DM02_inoc3_T6_P73;1;b
;Exp17DM02_inoc3_saisie;7;;0;9;fichier total;1;Exp17DM02_inoc3_T6_P73;1;c
3;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P73;2;a
3;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P73;2;b
3;Exp17DM02_inoc3_saisie;7;7;1;9;fichier total;1;Exp17DM02_inoc3_T6_P73;2;c
;Exp17DM02_inoc3_saisie;3;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P73;3;a
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P73;3;b
;Exp17DM02_inoc3_saisie;5;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P73;3;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P73;4;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P73;4;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P73;4;c
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P74;1;a
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P74;1;b
;Exp17DM02_inoc3_saisie;7;;0;5;fichier total;1;Exp17DM02_inoc3_T6_P74;1;c
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P74;2;a
5;Exp17DM02_inoc3_saisie;7;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P74;2;b
5;Exp17DM02_inoc3_saisie;5;5;1;5;fichier total;1;Exp17DM02_inoc3_T6_P74;2;c
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P74;3;a
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P74;3;b
;Exp17DM02_inoc3_saisie;3;;0;3;fichier total;1;Exp17DM02_inoc3_T6_P74;3;c
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P74;4;a
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P74;4;b
;Exp17DM02_inoc3_saisie;9;;0;;fichier total;0;Exp17DM02_inoc3_T6_P74;4;c
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P01;1;a
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P01;1;b
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P01;1;c
;Exp17DM03_inoc1_saisie;3;;0;1;fichier total;1;Exp17DM03_inoc1_T6_P01;2;a
;Exp17DM03_inoc1_saisie;3;;0;1;fichier total;1;Exp17DM03_inoc1_T6_P01;2;b
;Exp17DM03_inoc1_saisie;3;;0;1;fichier total;1;Exp17DM03_inoc1_T6_P01;2;c
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P01;3;a
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P01;3;b
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P01;3;c
7;Exp17DM03_inoc1_saisie;7;9;1;9;fichier total;1;Exp17DM03_inoc1_T6_P01;4;a
7;Exp17DM03_inoc1_saisie;7;9;1;9;fichier total;1;Exp17DM03_inoc1_T6_P01;4;b
7;Exp17DM03_inoc1_saisie;7;9;1;9;fichier total;1;Exp17DM03_inoc1_T6_P01;4;c
9;Exp17DM03_inoc1_saisie;9;7;1;;fichier total;0;Exp17DM03_inoc1_T6_P02;1;a
9;Exp17DM03_inoc1_saisie;9;7;1;;fichier total;0;Exp17DM03_inoc1_T6_P02;1;b
9;Exp17DM03_inoc1_saisie;9;7;1;;fichier total;0;Exp17DM03_inoc1_T6_P02;1;c
;Exp17DM03_inoc1_saisie;1;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;1;a
;Exp17DM03_inoc1_saisie;1;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;1;b
;Exp17DM03_inoc1_saisie;1;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;1;c
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;2;a
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;2;b
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;2;c
;Exp17DM03_inoc1_saisie;5;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;3;a
;Exp17DM03_inoc1_saisie;5;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P03;3;b
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P03;3;c
7;Exp17DM03_inoc1_saisie;7;5;1;9;fichier total;1;Exp17DM03_inoc1_T6_P03;4;a
7;Exp17DM03_inoc1_saisie;7;5;1;9;fichier total;1;Exp17DM03_inoc1_T6_P03;4;b
7;Exp17DM03_inoc1_saisie;7;5;1;9;fichier total;1;Exp17DM03_inoc1_T6_P03;4;c
9;Exp17DM03_inoc1_saisie;9;7;1;;fichier total;0;Exp17DM03_inoc1_T6_P04;1;a
9;Exp17DM03_inoc1_saisie;9;7;1;;fichier total;0;Exp17DM03_inoc1_T6_P04;1;b
9;Exp17DM03_inoc1_saisie;9;5;1;;fichier total;0;Exp17DM03_inoc1_T6_P04;1;c
;Exp17DM03_inoc1_saisie;3;;0;1;fichier total;1;Exp17DM03_inoc1_T6_P05;1;a
;Exp17DM03_inoc1_saisie;3;;0;1;fichier total;1;Exp17DM03_inoc1_T6_P05;1;b
;Exp17DM03_inoc1_saisie;3;;0;1;fichier total;1;Exp17DM03_inoc1_T6_P05;1;c
;Exp17DM03_inoc1_saisie;5;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P05;2;a
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P05;2;b
;Exp17DM03_inoc1_saisie;5;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P05;2;c
;Exp17DM03_inoc1_saisie;5;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P05;3;a
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P05;3;b
;Exp17DM03_inoc1_saisie;3;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P05;3;c
7;Exp17DM03_inoc1_saisie;7;9;1;9;fichier total;1;Exp17DM03_inoc1_T6_P05;4;a
7;Exp17DM03_inoc1_saisie;7;9;1;9;fichier total;1;Exp17DM03_inoc1_T6_P05;4;b
7;Exp17DM03_inoc1_saisie;7;9;1;9;fichier total;1;Exp17DM03_inoc1_T6_P05;4;c
9;Exp17DM03_inoc1_saisie;9;5;1;;fichier total;0;Exp17DM03_inoc1_T6_P06;1;a
9;Exp17DM03_inoc1_saisie;9;5;1;;fichier total;0;Exp17DM03_inoc1_T6_P06;1;b
9;Exp17DM03_inoc1_saisie;9;5;1;;fichier total;0;Exp17DM03_inoc1_T6_P06;1;c
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;1;a
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;1;b
;Exp17DM03_inoc1_saisie;5;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;1;c
;Exp17DM03_inoc1_saisie;3;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;2;a
;Exp17DM03_inoc1_saisie;3;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;2;b
;Exp17DM03_inoc1_saisie;3;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;2;c
1;Exp17DM03_inoc1_saisie;7;3;1;7;fichier total;1;Exp17DM03_inoc1_T6_P07;3;a
1;Exp17DM03_inoc1_saisie;7;3;1;7;fichier total;1;Exp17DM03_inoc1_T6_P07;3;b
1;Exp17DM03_inoc1_saisie;7;3;1;7;fichier total;1;Exp17DM03_inoc1_T6_P07;3;c
;Exp17DM03_inoc1_saisie;1;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P07;4;a
;Exp17DM03_inoc1_saisie;1;;0;3;fichier total;1;Exp17DM03_inoc1_T6_P07;4;b
;Exp17DM03_inoc1_saisie;3;;0;5;fichier total;1;Exp17DM03_inoc1_T6_P07;4;c
1;Exp17DM03_inoc1_saisie;7;3;1;9;fichier total;1;Exp17DM03_inoc1_T6_P08;1;a
